ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212	ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ920374.37304,0,28030,UniRef50_A0A173SPI3,23430,27219
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918676.31448,0,26816,UniRef50_A0A173SPI3,9418,13207
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ920341.5456,0,26780,UniRef50_A0A173SPI3,9008,12797
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ834210.17,0,40165,UniRef50_A0A173SPI3,184,3973
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|ORNV01000601|ORNV01000601.1,0,38092,UniRef50_A0A173SPI3,7152,10941
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ827186.560,0,41960,UniRef50_A0A173SPI3,6581,10370
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ919442.8987,0,43071,UniRef50_A0A173SPI3,3102,6891
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ904544.4,57722,130291,UniRef50_A0A173SPI3,92232,96021
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ987788.70573,0,73741,UniRef50_A0A173SPI3,36361,40150
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ964572.64171,0,73971,UniRef50_A0A173SPI3,36361,40150
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ986528.18510,0,73745,UniRef50_A0A173SPI3,36361,40150
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ987307.1575,0,74200,UniRef50_A0A173SPI3,36360,40149
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ987043.5660,0,73866,UniRef50_A0A173SPI3,36361,40150
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ860626.21,0,44519,UniRef50_A0A173SPI3,38199,41988
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLRU01000633-OLRU01000633.1-human-gut-metagenome-genome-assembly--contig:-NODE-633-length-38059-cov-14.136012,10225,38059,UniRef50_A0A173SPI3,23825,27614
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLPE01000449-OLPE01000449.1-human-gut-metagenome-genome-assembly--contig:-NODE-449-length-41355-cov-24.849709,15547,41355,UniRef50_A0A173SPI3,29571,33360
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLQX01000843-OLQX01000843.1-human-gut-metagenome-genome-assembly--contig:-NODE-843-length-32279-cov-4.036401,0,26419,UniRef50_A0A173SPI3,8474,12263
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLOM01000484-OLOM01000484.1-human-gut-metagenome-genome-assembly--contig:-NODE-484-length-31113-cov-11.466063,0,31113,UniRef50_A0A173SPI3,9535,13324
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925512.155751,0,26661,UniRef50_A0A173SPI3,8955,12744
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ827390.2765,0,17581,UniRef50_A0A173SPI3,158,3947
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918250.53951,0,16732,UniRef50_A0A173SPI3,2900,6689
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925413.1854,0,24832,UniRef50_A0A173SPI3,11830,15619
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|ULZN01060217|ULZN01060217.1,0,33948,UniRef50_A0A173SPI3,10181,13970
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ824578.2343,0,19877,UniRef50_A0A173SPI3,2496,7401
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925159.71538,0,15523,UniRef50_A0A173SPI3,8682,12471
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ827426.620,10093,49016,UniRef50_A0A173SPI3,24105,27894
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ986279.55334,0,29473,UniRef50_A0A173SPI3,14682,18471
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ809205.988,0,14609,UniRef50_A0A173SPI3,10512,14301
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243859_100744,0,36093,UniRef50_A0A173SPI3,7407,11196
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ827504.2360,0,16389,UniRef50_A0A173SPI3,9700,13489
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ1106941.945,0,30908,UniRef50_A0A173SPI3,12888,16677
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918154.13783,8787,38077,UniRef50_A0A173SPI3,22745,26534
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917651.32475,0,34088,UniRef50_A0A173SPI3,7899,11688
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OGPA01001177|OGPA01001177.1,0,22575,UniRef50_A0A173SPI3,9567,13356
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ910657.8476,15619,41262,UniRef50_A0A173SPI3,29643,33432
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|SKEC01001371|SKEC01001371.1,0,19177,UniRef50_A0A173SPI3,8810,12599
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918246.22410,0,13778,UniRef50_A0A173SPI3,1098,4887
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|ORWP01000193|ORWP01000193.1,0,53089,UniRef50_A0A173SPI3,29333,33407
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ922368.17926,0,39861,UniRef50_A0A173SPI3,18738,22527
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918864.16944,12728,79084,UniRef50_A0A173SPI3,65185,68974
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ914805.14758,0,96967,UniRef50_A0A173SPI3,48517,52306
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OWFL01000477|OWFL01000477.1,2343,48751,UniRef50_A0A173SPI3,16297,20086
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ987870.19808,0,69497,UniRef50_A0A173SPI3,36361,40150
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ987605.53656,0,69305,UniRef50_A0A173SPI3,36367,40156
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ987169.67031,0,69497,UniRef50_A0A173SPI3,36361,40150
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ986377.38689,0,69371,UniRef50_A0A173SPI3,36361,40150
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	NZ_CYXY01000007.1,0,105996,UniRef50_A0A173SPI3,36131,39920
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OROU01000224-OROU01000224.1-human-gut-metagenome-genome-assembly--contig:-NODE-224-length-66160-cov-11.433734,0,66160,UniRef50_A0A173SPI3,28959,32748
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UMKB01016738|UMKB01016738.1,0,66346,UniRef50_A0A173SPI3,26375,30164
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OCAT01000153|OCAT01000153.1,0,66538,UniRef50_A0A173SPI3,26398,30187
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ826170.338,0,70927,UniRef50_A0A173SPI3,26401,30190
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918519.34664,0,46793,UniRef50_A0A173SPI3,36226,40015
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLQT01000289-OLQT01000289.1-human-gut-metagenome-genome-assembly--contig:-NODE-289-length-40440-cov-5.956865,0,40440,UniRef50_A0A173SPI3,36346,40135
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ919754.3355,0,48247,UniRef50_A0A173SPI3,7973,12047
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913940.32451,4723,58807,UniRef50_A0A173SPI3,18879,22668
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913660.47594,0,41222,UniRef50_A0A173SPI3,1229,5018
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ916430.36800,0,46906,UniRef50_A0A173SPI3,36217,40006
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913427.9002,0,43549,UniRef50_A0A173SPI3,36390,40179
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ919598.6316,0,48247,UniRef50_A0A173SPI3,7973,12047
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ920092.35815,0,42777,UniRef50_A0A173SPI3,2525,6314
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UYEG01000432|UYEG01000432.1,0,45176,UniRef50_A0A173SPI3,36199,39988
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UYEQ01000587|UYEQ01000587.1,0,44062,UniRef50_A0A173SPI3,3970,7759
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPSD01000584-OPSD01000584.1-human-gut-metagenome-genome-assembly--contig:-NODE-584-length-33861-cov-3.325918,0,33861,UniRef50_A0A173SPI3,1952,5741
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ920070.7967,0,71732,UniRef50_A0A173SPI3,31300,35089
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918360.80468,0,46300,UniRef50_A0A173SPI3,10813,14602
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLSP01000251-OLSP01000251.1-human-gut-metagenome-genome-assembly--contig:-NODE-251-length-51966-cov-5.497640,0,51966,UniRef50_A0A173SPI3,21103,24892
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243846_100652,0,42817,UniRef50_A0A173SPI3,11914,15703
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLPB01000054-OLPB01000054.1-human-gut-metagenome-genome-assembly--contig:-NODE-54-length-77106-cov-11.155897,0,77106,UniRef50_A0A173SPI3,33378,37167
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0244823_100362,0,64483,UniRef50_A0A173SPI3,27226,31015
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918253.41812,0,48763,UniRef50_A0A173SPI3,32529,36318
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918346.21912,0,82758,UniRef50_A0A173SPI3,28524,32313
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925294.8191,0,30876,UniRef50_A0A173SPI3,13170,16959
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OWSF01000167-OWSF01000167.1-human-gut-metagenome-genome-assembly--contig:-NODE-167-length-78008-cov-4.458212,0,78008,UniRef50_A0A173SPI3,43950,47739
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-ORUQ01000169-ORUQ01000169.1-human-gut-metagenome-genome-assembly--contig:-NODE-169-length-74523-cov-9.705310,0,74523,UniRef50_A0A173SPI3,6613,10402
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ837217.17,0,51050,UniRef50_A0A173SPI3,9416,13205
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OWQI01000701-OWQI01000701.1-human-gut-metagenome-genome-assembly--contig:-NODE-701-length-38259-cov-4.801696,0,37431,UniRef50_A0A173SPI3,19749,23538
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPBZ01000049-OPBZ01000049.1-human-gut-metagenome-genome-assembly--contig:-NODE-49-length-68959-cov-8.243353,0,68959,UniRef50_A0A173SPI3,28707,32496
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OPVV01000144|OPVV01000144.1,0,68934,UniRef50_A0A173SPI3,28683,32472
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ969256.20,0,26636,UniRef50_A0A173SPI3,9048,12837
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OCHI01000268|OCHI01000268.1,0,64559,UniRef50_A0A173SPI3,36280,40069
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ857808.274,0,68102,UniRef50_A0A173SPI3,28150,31939
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ825944.480,0,60126,UniRef50_A0A173SPI3,20195,23984
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925446.58478,0,70873,UniRef50_A0A173SPI3,33537,37326
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OGXW01000025|OGXW01000025.1,0,71967,UniRef50_A0A173SPI3,36946,40735
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ477204.181-NODE-181-length-69429-cov-4.66535,0,69429,UniRef50_A0A173SPI3,31320,35109
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OLVR01000301|OLVR01000301.1,0,69792,UniRef50_A0A173SPI3,36214,40003
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OOXE01000406-OOXE01000406.1-human-gut-metagenome-genome-assembly--contig:-NODE-406-length-38000-cov-2.431941,0,38000,UniRef50_A0A173SPI3,30005,33794
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPVY01000091-OPVY01000091.1-human-gut-metagenome-genome-assembly--contig:-NODE-91-length-77780-cov-19.894628,0,77780,UniRef50_A0A173SPI3,36585,40374
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917668.39448,0,34061,UniRef50_A0A173SPI3,8183,11972
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917764.2615,3453,67981,UniRef50_A0A173SPI3,52163,55952
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913793.14020,0,66521,UniRef50_A0A173SPI3,36271,40060
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPTB01000109-OPTB01000109.1-human-gut-metagenome-genome-assembly--contig:-NODE-109-length-82761-cov-8.769207,0,82145,UniRef50_A0A173SPI3,28020,31809
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ824978.569,0,51147,UniRef50_A0A173SPI3,10539,14328
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918135.7124,8118,41721,UniRef50_A0A173SPI3,9749,13538
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243863_100860,0,37429,UniRef50_A0A173SPI3,24463,28252
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OQUL01000457-OQUL01000457.1-human-gut-metagenome-genome-assembly--contig:-NODE-457-length-59592-cov-6.506612,0,59592,UniRef50_A0A173SPI3,24049,27838
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925392.5557,0,42281,UniRef50_A0A173SPI3,26468,30257
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLRW01000304-OLRW01000304.1-human-gut-metagenome-genome-assembly--contig:-NODE-304-length-42953-cov-10.178283,0,42953,UniRef50_A0A173SPI3,9141,12930
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OBXH01000741|OBXH01000741.1,0,24010,UniRef50_A0A173SPI3,1558,5347
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925938.20414,0,68115,UniRef50_A0A173SPI3,36537,40326
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918000.4599,0,74384,UniRef50_A0A173SPI3,36128,39917
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913954.87608,0,66425,UniRef50_A0A173SPI3,33787,37576
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925441.107651,0,70871,UniRef50_A0A173SPI3,33537,37326
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925218.28684,6572,60583,UniRef50_A0A173SPI3,20488,24277
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913662.40661,0,54719,UniRef50_A0A173SPI3,22152,25941
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925493.20208,0,69621,UniRef50_A0A173SPI3,36202,39991
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OQMV01000130|OQMV01000130.1,0,66131,UniRef50_A0A173SPI3,36358,40147
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ826764.474,1474,57160,UniRef50_A0A173SPI3,15608,19397
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0169192_100263,0,54082,UniRef50_A0A173SPI3,36400,40189
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ941853.52214,0,54158,UniRef50_A0A173SPI3,36386,40175
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ919797.13648,0,40340,UniRef50_A0A173SPI3,308,4097
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPQH01000315-OPQH01000315.1-human-gut-metagenome-genome-assembly--contig:-NODE-315-length-41331-cov-4.354540,0,41331,UniRef50_A0A173SPI3,1157,4946
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918936.8925,0,44100,UniRef50_A0A173SPI3,26365,30154
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243862_100640,0,38040,UniRef50_A0A173SPI3,26828,30617
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0077183_1038,0,37739,UniRef50_A0A173SPI3,26033,29822
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0257062_100340,0,62755,UniRef50_A0A173SPI3,36138,39927
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UYFG01000632|UYFG01000632.1,0,37422,UniRef50_A0A173SPI3,33301,37090
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0169661_100393,0,40517,UniRef50_A0A173SPI3,36441,40230
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917958.12003,0,49941,UniRef50_A0A173SPI3,36293,40082
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ909741.33721,0,71172,UniRef50_A0A173SPI3,36365,40154
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-ORTO01000427-ORTO01000427.1-human-gut-metagenome-genome-assembly--contig:-NODE-427-length-49457-cov-3.623639,0,49457,UniRef50_A0A173SPI3,21739,25528
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPRI01000219-OPRI01000219.1-human-gut-metagenome-genome-assembly--contig:-NODE-219-length-64122-cov-5.718779,0,64122,UniRef50_A0A173SPI3,33264,37053
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918288.72772,0,66582,UniRef50_A0A173SPI3,36336,40125
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPQW01000206-OPQW01000206.1-human-gut-metagenome-genome-assembly--contig:-NODE-206-length-54642-cov-5.126587,0,54642,UniRef50_A0A173SPI3,49708,53497
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917968.1090,0,24682,UniRef50_A0A173SPI3,12111,15900
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UXQL01000400|UXQL01000400.1,0,48661,UniRef50_A0A173SPI3,8231,12020
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OXDM01000360-OXDM01000360.1-human-gut-metagenome-genome-assembly--contig:-NODE-360-length-18710-cov-9.680300,0,18710,UniRef50_A0A173SPI3,3154,6943
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ910673.34594,0,16017,UniRef50_A0A173SPI3,1636,5425
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ925479.17767,0,14778,UniRef50_A0A173SPI3,2228,6017
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0169226_100822,0,21434,UniRef50_A0A173SPI3,6726,10515
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ857801.196,5217,87837,UniRef50_A0A173SPI3,55595,59384
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ476450.382-NODE-382-length-43119-cov-5.27745,0,43119,UniRef50_A0A173SPI3,2984,6773
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLNU01000085-OLNU01000085.1-human-gut-metagenome-genome-assembly--contig:-NODE-85-length-98354-cov-6.942136,0,98354,UniRef50_A0A173SPI3,30817,34606
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ857693.1252,0,33404,UniRef50_A0A173SPI3,20281,24070
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ978420.23,0,40097,UniRef50_A0A173SPI3,29096,32885
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0242832_100619,0,40111,UniRef50_A0A173SPI3,29127,32916
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPRA01000178-OPRA01000178.1-human-gut-metagenome-genome-assembly--contig:-NODE-178-length-62718-cov-3.591769,13735,62718,UniRef50_A0A173SPI3,45377,49451
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OQRC01000318-OQRC01000318.1-human-gut-metagenome-genome-assembly--contig:-NODE-318-length-39570-cov-11.121675,0,39570,UniRef50_A0A173SPI3,10582,14371
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UZRH01000051|UZRH01000051.1,0,142303,UniRef50_A0A173SPI3,36398,40187
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OGCM01000240-OGCM01000240.1-human-gut-metagenome-genome-assembly--contig:-NODE-240-length-92760-cov-22.146411,0,92760,UniRef50_A0A173SPI3,44891,48680
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918327.22311,0,24690,UniRef50_A0A173SPI3,11777,15566
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917659.79885,17998,49035,UniRef50_A0A173SPI3,31825,35614
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OVXT01000618|OVXT01000618.1,14501,45546,UniRef50_A0A173SPI3,28394,32183
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLSO01000132-OLSO01000132.1-human-gut-metagenome-genome-assembly--contig:-NODE-132-length-75164-cov-11.193412,0,75164,UniRef50_A0A173SPI3,35228,39017
